id,identifier,max_recorded_devices,min_recorded_devices,wifi_access_location_id
1,tue-alb27-flur-1142,0,0,103
3,tue-alb27-Halle-1131,0,0,103
4,tue-alb27-KraftFitHalle-1131,0,0,103
5,tue-am10-E1-rP24-1142,0,0,104
6,tue-am10-E1-rP24-1852,1,1,104
7,tue-am10-E2-Flur1-1852,0,0,104
8,tue-am10-E2-Flur3-1852,0,0,104
9,tue-am10-E2-Flur4-1852,0,0,104
10,tue-am10-E2-r2A17-1852,0,0,104
11,tue-am10-E2-r2H33-1852,0,0,104
12,tue-am10-E3-Flur1-1852,0,0,104
13,tue-am10-E3-Flur2-1852,0,0,104
14,tue-am10-E3-Flur3-1852,0,0,104
15,tue-am10-E3-Flur4-1852,0,0,104
16,tue-am10-E3-Flur5-1852,0,0,104
17,tue-am10-E3-r3A35-1-1852,0,0,104
18,tue-am10-E3-r3A35-2-1852,0,0,104
19,tue-am10-E3-r3N35-1852,2,2,104
20,tue-am10-E4-Bibliothek1-1852,0,0,104
21,tue-am10-E4-Bibliothek2-1852,0,0,104
22,tue-am10-E4-Bibliothek3-1852,0,0,104
23,tue-am10-E4-Bibliothek4-1852,0,0,104
24,tue-am10-E4-Bibliothek5-1852,3,3,104
25,tue-am10-E4-Flur1-1852,0,0,104
26,tue-am10-E4-Flur2-1852,1,1,104
27,tue-am10-E4-r4D25-1852,0,0,104
28,tue-am10-E4-r4H33-1852,0,0,104
29,tue-am10-E4-r4H43-1852,0,0,104
30,tue-am10-E5-Flur1-1852,0,0,104
31,tue-am10-E5-Flur2-1852,0,0,104
32,tue-am10-E5-Flur3-1852,0,0,104
33,tue-am10-E5-Flur4-1852,0,0,104
34,tue-am10-E5-Flur5-1852,0,0,104
35,tue-am10-E5-Flur6-1852,0,0,104
36,tue-am10-E5-r5H05-1852,0,0,104
37,tue-am10-E5-r5H10-1852,0,0,104
38,tue-am10-E5-r5H41-1852,0,0,104
39,tue-am10-E6-6H05-1852,1,1,104
40,tue-am10-E6-Flur1-1852,0,0,104
41,tue-am10-E6-Flur2-1852,0,0,104
42,tue-am10-E6-Flur3-1852,0,0,104
43,tue-am10-E6-Flur4-1852,1,1,104
44,tue-am10-E6-Flur5-1852,0,0,104
45,tue-am10-E6-Flur6-1852,0,0,104
46,tue-am10-E6-r6H10-1852,0,0,104
47,tue-am10-E6-r6H41-1852,0,0,104
48,tue-am10-E7-Flur1-1852,1,1,104
49,tue-am10-E7-Flur2-1852,0,0,104
50,tue-am10-E7-Flur3-1852,1,1,104
51,tue-am10-E7-Flur4-1852,1,1,104
52,tue-am10-E7-Flur5-1852,0,0,104
53,tue-am10-E7-Flur6-1852,0,0,104
54,tue-am10-E8-Flur1-1852,0,0,104
55,tue-am10-E8-Flur2-1852,0,0,104
56,tue-am10-E8-Flur3-1852,0,0,104
57,tue-am10-E8-Flur4-1852,0,0,104
58,tue-am10-E8-Flur5-1852,0,0,104
59,tue-am10-E8-r8N38-1852,0,0,104
60,tue-am10-E9-Flur1-1852,0,0,104
61,tue-am10-E9-Flur2-1852,0,0,104
62,tue-am10-E9-Flur3-1852,0,0,104
63,tue-am10-E9-Flur4-1852,0,0,104
64,tue-am10-E9-Flur5-1852,0,0,104
65,tue-am10-E9-r9A03-1852,0,0,104
66,tue-am10-E9-r9G09-1852,0,0,104
67,tue-am10-Eb10-vorA23-2702,0,0,104
68,tue-am10-Eb10-vorA38-2702,0,0,104
69,tue-am10-Eb10-vorH08-2702,1,1,104
70,tue-am10-Eb10-vorH13-2702,0,0,104
71,tue-am10-Eb10-vorP25-2702,0,0,104
72,tue-am10-Eb10-vorQ40-2702,0,0,104
73,tue-am12-E1-rAC58-1142,0,0,105
74,tue-am12-E1-rAC58-1852,0,0,105
75,tue-am12-E1-rD40-1852,1,1,105
76,tue-am12-E2-rO18-1142,0,0,105
77,tue-am12-E2-rS30-1852,2,2,105
78,tue-am12-EG-rD40-1142,0,0,105
79,tue-am14-E2-Flur1-1852,0,0,106
80,tue-am14-E2-Flur2-1852,0,0,106
81,tue-am14-E2-Flur3-1852,0,0,106
82,tue-am14-E2-r2A32-1852,0,0,106
83,tue-am14-E2-rA02-1852,0,0,106
84,tue-am14-E2-rA20-1852,1,1,106
85,tue-am14-E3-Eingangshalle-1852,0,0,106
86,tue-am14-E3-Flur1-1852,0,0,106
87,tue-am14-E3-Flur3-1852,0,0,106
88,tue-am14-E3-r3A07-1852,0,0,106
89,tue-am14-E3-r3A19-1852,1,1,106
90,tue-am14-E3-r3A32-1852,0,0,106
91,tue-am14-E4-Flur1-1852,0,0,106
92,tue-am14-E4-Flur2-1852,0,0,106
93,tue-am14-E4-Flur3-1852,0,0,106
94,tue-am14-E4-Flur4-1852,0,0,106
95,tue-am14-E4-Flur5-1852,0,0,106
96,tue-am14-E4-r4A19-1852,0,0,106
97,tue-am14-E5-Flur2-1852,0,0,106
98,tue-am14-E5-Flur3-1852,0,0,106
99,tue-am14-E5-Flur4-1852,0,0,106
100,tue-am14-E5-Flur5-1852,1,1,106
101,tue-am14-E5-r5A40-1852,0,0,106
102,tue-am14-E6-Flur2-1852,1,1,106
103,tue-am14-E6-Flur3-1852,0,0,106
104,tue-am14-E6-Flur4-1852,0,0,106
105,tue-am14-E6-Flur5-1852,0,0,106
106,tue-am14-E6-r6A40-1852,0,0,106
107,tue-am14-E6-r6P03-1852,1,1,106
108,tue-am14-E7-Flur1-1852,0,0,106
109,tue-am14-E7-Flur2-1852,0,0,106
110,tue-am14-E7-Flur3-1852,0,0,106
111,tue-am14-E7-Flur4-1852,0,0,106
112,tue-am14-E7-Flur5-1852,0,0,106
113,tue-am14-E7-Flur6-1852,0,0,106
114,tue-am14-E8-Flur1-1852,0,0,106
115,tue-am14-E8-Flur2-1852,0,0,106
116,tue-am14-E8-Flur3-1852,0,0,106
117,tue-am14-E8-Flur4-1852,0,0,106
118,tue-am14-E8-Flur5-1852,0,0,106
119,tue-am14-E8-Flur6-1852,0,0,106
120,tue-am15-1Ebene-r1001-1142,2,2,107
121,tue-am15-1Ebene-r1010-1142,1,1,107
122,tue-am15-1Ebene-r1017-1142,0,0,107
123,tue-am15-1Ebene-r1020-1142,2,2,107
124,tue-am15-1Ebene-r1027-1142,2,2,107
125,tue-am15-1Ebene-r1033-1142,0,0,107
126,tue-am15-1Ebene-r1034-1142,0,0,107
127,tue-am15-2Ebene-r2001-1142,0,0,107
128,tue-am15-2Ebene-r2004-1142,0,0,107
129,tue-am15-2Ebene-r2006-1142,1,1,107
130,tue-am15-2Ebene-r2009-1142,0,0,107
131,tue-am15-2Ebene-r2013-1142,0,0,107
132,tue-am15-2Ebene-r2019-1142,2,2,107
133,tue-am15-2Ebene-r2021-1142,1,1,107
134,tue-am15-2Ebene-r2028-1142,0,0,107
135,tue-am15-2Ebene-r2033-1142,0,0,107
136,tue-am15-2Ebene-r2034-1142,1,1,107
137,tue-am15-3Ebene-r3001-1142,0,0,107
138,tue-am15-3Ebene-r3008-1142,0,0,107
139,tue-am15-3Ebene-r3013-1142,0,0,107
140,tue-am15-3Ebene-r3017-1142,0,0,107
141,tue-am15-3Ebene-r3019-1142,0,0,107
142,tue-am15-3Ebene-r3021-1142,0,0,107
143,tue-am15-3Ebene-r3028-1142,0,0,107
144,tue-am16-EG-Cafeteria-2802,0,0,108
145,tue-am16-EG-chemBib1-2802,0,0,108
146,tue-am16-EG-chemBib2-2802,0,0,108
147,tue-am16-EG-Gruppenraum-2802,1,1,108
148,tue-am16-EG-kl-Arbeitsraum-2802,1,1,108
149,tue-am16-EG-rE02-2802,0,0,108
150,tue-am16-EG-rE03-2802,3,3,108
151,tue-am16-EG-rE06-2702,0,0,108
152,tue-am16-EG-UB1-2802,0,0,108
153,tue-am16-EG-UB2-2802,0,0,108
154,tue-am16-Eingang-Nord-2802,1,1,108
155,tue-am16-Flurvor-BibNWI-2802,0,0,108
156,tue-am16-FlurvorN2-Ost-2802,1,1,108
157,tue-am16-FlurvorN2-Sued-2802,0,0,108
158,tue-am16-FlurvorN3-2802,0,0,108
159,tue-am16-Foyer-Eingang-2802,0,0,108
160,tue-am16-Foyer-Eingang-Pfeiler-2802,0,0,108
161,tue-am16-Foyer-unten-2802,0,0,108
162,tue-am16-HoersaalN1-2802,0,0,108
163,tue-am16-HoersaalN1-Pult-2802,0,0,108
164,tue-am16-HoersaalN2-oben-2802,0,0,108
165,tue-am16-HoersaalN2-unten-2802,0,0,108
166,tue-am16-HoersaalN3-2802,0,0,108
167,tue-am16-HoersaalN4-2802,0,0,108
168,tue-am16-HoersaalN5-oben-2802,0,0,108
169,tue-am16-HoersaalN6-oben-2802,1,1,108
170,tue-am16-HoersaalN6-unten-2802,0,0,108
171,tue-am16-HoersaalN7-oben-2802,0,0,108
172,tue-am16-HoersaalN7-unten-2802,0,0,108
173,tue-am16-UG-chemBib-2802,0,0,108
174,tue-am16-UG-UB-2802,0,0,108
175,tue-am16-vorN5-oben-2802,0,0,108
176,tue-am16-vorN7li-2802,0,0,108
177,tue-am16-vorN7re-2802,0,0,108
178,tue-am16-vorN8-2802,0,0,108
179,tue-am16-vorN9-2802,0,0,108
180,tue-am18-10Ebene-Flur1-1142,0,0,109
181,tue-am18-10Ebene-Flur2-1142,0,0,109
182,tue-am18-11Ebene-Flur1-1142,0,0,109
183,tue-am18-11Ebene-Flur2-1142,0,0,109
184,tue-am18-12Ebene-Flur1-1142,0,0,109
185,tue-am18-12Ebene-Flur2-1142,0,0,109
186,tue-am18-12Ebene-FlurSued-1142,0,0,109
187,tue-am18-12Ebene-FlurSued2-1142,1,1,109
188,tue-am18-13Ebene-Flur1-1142,0,0,109
189,tue-am18-2Ebene-Flur1-1142,0,0,109
190,tue-am18-2Ebene-Flur2-1142,0,0,109
191,tue-am18-3Ebene-Flur1-1142,0,0,109
192,tue-am18-3Ebene-r3E01-Flur-1142,0,0,109
193,tue-am18-3Ebene-rA22-1142,0,0,109
194,tue-am18-3Ebene-rM04-1142,0,0,109
195,tue-am18-3Ebene-rO15-1142,0,0,109
196,tue-am18-4Ebene-Flur1-1142,0,0,109
197,tue-am18-4Ebene-Flur2-1142,1,1,109
198,tue-am18-5Ebene-Flur1-1142,0,0,109
199,tue-am18-5Ebene-Flur2-1142,0,0,109
200,tue-am18-6Ebene-Flur1-1142,16,16,109
201,tue-am18-6Ebene-Flur2-1142,0,0,109
202,tue-am18-6Ebene-rG07-1142,1,1,109
203,tue-am18-7Ebene-Flur1-1142,0,0,109
204,tue-am18-7Ebene-Flur2-1142,0,0,109
205,tue-am18-8Ebene-Flur1-1142,0,0,109
206,tue-am18-8Ebene-Flur2-1142,1,1,109
207,tue-am18-9Ebene-Flur1-1142,0,0,109
208,tue-am18-9Ebene-vor-G04-1142,0,0,109
209,tue-am24-2OG-Flur-1142,0,0,110
210,tue-am24-3OG-r3R01-1142,0,0,110
211,tue-am24-3OG-rN01-1142,0,0,110
212,tue-am24-3OG-rR08-1131,0,0,110
213,tue-am24-4OG-Biblio2-1131,0,0,110
214,tue-am24-4OG-rF21-1131,0,0,110
215,tue-am24-4OG-rP18-1131,0,0,110
216,tue-am26-E2-Cafeteria1-2702,0,0,111
217,tue-am26-E2-Cafeteria2-2702,0,0,111
218,tue-am26-E2-Cafeteria3-2702,0,0,111
219,tue-am26-E2-Cafeteria4-2702,0,0,111
220,tue-am26-E2-CPl-1562,1,1,111
221,tue-am26-E2-CPr-1562,0,0,111
222,tue-am26-E2-Foyer1-2702,0,0,111
223,tue-am26-E2-Foyer2-2702,0,0,111
224,tue-am26-E2-Foyer3-2702,0,0,111
225,tue-am26-E2-Foyer4-2702,0,0,111
226,tue-am26-E2-Foyer5-2702,0,0,111
227,tue-am26-E2-Foyer6-2702,0,0,111
228,tue-am26-E3-Mensa1-2702,1,1,111
229,tue-am26-E3-Mensa2-2702,0,0,111
230,tue-am26-E3-Mensa3-2702,0,0,111
231,tue-am26-E3-Mensa4-2702,0,0,111
232,tue-am26-E3-Mensa5-2702,0,0,111
233,tue-am26-E3-Mensa6-2702,0,0,111
234,tue-am26-E3-Mensa7-2702,0,0,111
235,tue-am26-E3-Mensa8-2702,0,0,111
236,tue-am28-2OG-rP21-1131,0,0,112
237,tue-am28-3OG-A07-1131,0,0,112
238,tue-am28-3OG-rA16-1131,0,0,112
239,tue-am28-3OG-rP32-1131,0,0,112
240,tue-am28-4OG-rH40-1131,0,0,112
241,tue-am28-E10-r10A03-1852,0,0,112
242,tue-am28-E10-r10A11-1852,1,1,112
243,tue-am28-E10-r10A28-1852,0,0,112
244,tue-am28-E10-r10N03-1-1852,0,0,112
245,tue-am28-E10-r10N03-2-1852,0,0,112
246,tue-am28-E10-r10N31-1852,1,1,112
247,tue-am28-E2-r2P21-1852,0,0,112
248,tue-am28-E3-r3A07-1852,0,0,112
249,tue-am28-E3-r3A16-1852,1,1,112
250,tue-am28-E3-r3F31-Flur-1852,2,2,112
251,tue-am28-E3-r3H07-1852,0,0,112
252,tue-am28-E3-r3P32-1852,0,0,112
253,tue-am28-E4-r4H40-1852,0,0,112
254,tue-am28-E5-r5A20-1852,0,0,112
255,tue-am28-E5-r5E32-1852,0,0,112
256,tue-am28-E5-r5F03-Flur-1852,0,0,112
257,tue-am28-E5-r5F28-Flur-1852,0,0,112
258,tue-am28-E5-r5N07-Flur-1852,0,0,112
259,tue-am28-E5-r5P22-1852,0,0,112
260,tue-am28-E5-r5P37-1852,0,0,112
261,tue-am28-E7-Flur1-1852,0,0,112
262,tue-am28-E7-Flur2-1852,1,1,112
263,tue-am28-E7-Flur3-1852,0,0,112
264,tue-am28-E7-Flur4-1852,0,0,112
265,tue-am28-E7-Flur5-1852,0,0,112
266,tue-am28-E7-r7A23-1852,0,0,112
267,tue-am28-E8-Flur1-1852,1,1,112
268,tue-am28-E8-Flur2-1852,0,0,112
269,tue-am28-E8-Flur3-1852,0,0,112
270,tue-am28-E8-r8A03-1852,0,0,112
271,tue-am28-E8-r8A12-1852,0,0,112
272,tue-am28-E8-r8A31-1852,0,0,112
273,tue-am28-E9-Flur1-1852,0,0,112
274,tue-am28-E9-Flur2-1852,1,1,112
275,tue-am28-E9-Flur3-1852,0,0,112
276,tue-am28-E9-Flur4-1852,0,0,112
277,tue-am28-E9-r9A28-1852,0,0,112
278,tue-am3-EG-Foyer-1131,0,0,113
279,tue-am3-EG-rN10-Kabine-1131,0,0,113
280,tue-am3-EG-rN10-Tisch-1131,0,0,113
281,tue-am3-EG-rN10-vorne-2702,0,0,113
282,tue-am3-r168-1131,0,0,113
283,tue-am32-E1-rF19-2702,0,0,114
284,tue-am32-E1-rL21-2702,0,0,114
285,tue-am32-E2-r2B21-2702,0,0,114
286,tue-am32-E2-rL21-1-2702,0,0,114
287,tue-am32-E2-rL21-2-2702,0,0,114
288,tue-am32-E2-rW19-2702,0,0,114
289,tue-am32-E3-r3D21-2702,0,0,114
290,tue-am32-E3-r3L21-1-2702,0,0,114
291,tue-am32-E3-r3L21-2-2702,0,0,114
292,tue-am32-E3-r3R03-1-2702,0,0,114
293,tue-am32-E3-r3R03-2-2702,0,0,114
294,tue-am32-E3-r3R03-3-2702,0,0,114
295,tue-am32-E3-r3R03-4-2702,0,0,114
296,tue-am32-E3-rC04-2702,0,0,114
297,tue-am32-E3-rC10-2702,0,0,114
298,tue-am32-E3-rF10-2702,0,0,114
299,tue-am32-E3-rF13-2702,0,0,114
300,tue-am32-E3-rU11-1-2702,0,0,114
301,tue-am32-E3-rU11-2-2702,0,0,114
302,tue-am32-E3-rW08-2702,0,0,114
303,tue-am32-E4-r4D21-2702,0,0,114
304,tue-am32-E4-r4L21-1-2702,1,1,114
305,tue-am32-E4-r4L21-2-2702,0,0,114
306,tue-am32-E4-r4W08-1-2702,0,0,114
307,tue-am32-E4-r4W08-2-2702,0,0,114
308,tue-am32-E4-rC04-1-2702,0,0,114
309,tue-am32-E4-rC04-2-2702,0,0,114
310,tue-am32-E4-rC13-2702,1,1,114
311,tue-am32-E4-rF10-2702,0,0,114
312,tue-am32-E5-r5D21-2702,0,0,114
313,tue-am32-E5-r5L21-1-2702,0,0,114
314,tue-am32-E5-r5L21-2-2702,0,0,114
315,tue-am32-E5-r5W08-1-2702,0,0,114
316,tue-am32-E5-r5W08-2-2702,0,0,114
317,tue-am32-E5-rC04-1-2702,0,0,114
318,tue-am32-E5-rC04-2-2702,0,0,114
319,tue-am32-E5-rC13-2702,0,0,114
320,tue-am32-E5-rF10-2702,0,0,114
321,tue-am32-E6-rC04-2702,2,2,114
322,tue-am32-E6-rC10-2702,0,0,114
323,tue-am32-E6-rC13-1-2702,0,0,114
324,tue-am32-E6-rC13-2-2702,0,0,114
325,tue-am32-E6-rD21-2702,0,0,114
326,tue-am32-E6-rL03-1-2702,1,1,114
327,tue-am32-E6-rL03-2-2702,0,0,114
328,tue-am32-E6-rL21-1-2702,0,0,114
329,tue-am32-E6-rL21-2-2702,0,0,114
330,tue-am32-E6-rW04-1-2702,0,0,114
331,tue-am32-E6-rW04-2-2702,0,0,114
662,tue-am34-E1-r1C26-2702,0,0,115
663,tue-am34-E1-r1C33-2702,0,0,115
664,tue-am34-E1-r1F31-1-2702,0,0,115
665,tue-am34-E1-r1F31-2-2702,0,0,115
666,tue-am34-E1-r1I24-1-2702,0,0,115
667,tue-am34-E1-r1I24-2-2702,0,0,115
668,tue-am34-E1-r1K33-1-2702,0,0,115
669,tue-am34-E1-r1K33-2-2702,0,0,115
670,tue-am34-E1-r1L26-2702,0,0,115
671,tue-am34-E1-r1U29-2702,0,0,115
672,tue-am34-E2-r2C26-1-2702,0,0,115
673,tue-am34-E2-r2C26-2-2702,0,0,115
674,tue-am34-E2-r2C34-2702,0,0,115
675,tue-am34-E2-r2F42-2702,0,0,115
676,tue-am34-E2-r2I34-1-2702,0,0,115
677,tue-am34-E2-r2I34-2-2702,0,0,115
678,tue-am34-E2-r2T26-1-2702,0,0,115
679,tue-am34-E2-r2T26-2-2702,0,0,115
680,tue-am34-E2-r2W26-1-2702,0,0,115
681,tue-am34-E2-r2W26-2-2702,0,0,115
682,tue-am34-E3-3F42-2702,0,0,115
683,tue-am34-E3-3T37-2702,0,0,115
684,tue-am34-E3-r3C24-2702,0,0,115
685,tue-am34-E3-r3C26-2702,1,1,115
686,tue-am34-E3-r3C34-2702,0,0,115
687,tue-am34-E3-r3H36-1-2702,1,1,115
688,tue-am34-E3-r3H36-2-2702,0,0,115
689,tue-am34-E3-r3H36-3-2702,0,0,115
690,tue-am34-E4-Outdoor1-1562,0,0,115
691,tue-am34-E4-Outdoor2-1562,0,0,115
692,tue-am34-E4-r4C24-2702,0,0,115
693,tue-am34-E4-r4C26-2702,0,0,115
694,tue-am34-E4-r4C34-2702,0,0,115
695,tue-am34-E4-r4F42-2702,0,0,115
696,tue-am34-E4-r4H36-1-2702,2,2,115
697,tue-am34-E4-r4H36-2-2702,0,0,115
698,tue-am34-E4-r4S34-2702,0,0,115
699,tue-am34-E4-r4W26-2702,0,0,115
700,tue-am34-E4-r4X34-2702,0,0,115
701,tue-am34-E4-r4X38-1-2702,0,0,115
702,tue-am34-E4-r4X38-2-2702,0,0,115
703,tue-am34-E5-r5C24-2702,0,0,115
704,tue-am34-E5-r5C26-2702,0,0,115
705,tue-am34-E5-r5C34-2702,0,0,115
706,tue-am34-E5-r5F42-1-2702,0,0,115
707,tue-am34-E5-r5F42-2-2702,0,0,115
708,tue-am34-E5-r5H36-1-2702,0,0,115
709,tue-am34-E5-r5H36-2-2702,0,0,115
710,tue-am34-E5-r5S34-2702,0,0,115
711,tue-am34-E5-r5W26-2702,0,0,115
712,tue-am34-E5-r5X26-2702,0,0,115
713,tue-am34-E5-r5X30-1-2702,0,0,115
714,tue-am34-E5-r5X30-2-2702,0,0,115
715,tue-am34-E5-r5X34-2702,0,0,115
716,tue-am34-E5-r5X38-2702,0,0,115
717,tue-am34-E6-r6C24-2702,0,0,115
718,tue-am34-E6-r6C26-2702,1,1,115
719,tue-am34-E6-r6C34-2702,0,0,115
720,tue-am34-E6-r6F36-2702,0,0,115
721,tue-am34-E6-r6F42-1-2702,0,0,115
722,tue-am34-E6-r6F42-2-2702,0,0,115
723,tue-am34-E6-r6O36-2702,0,0,115
724,tue-am34-E6-r6S34-2-2702,0,0,115
725,tue-am34-E6-r6S34-2702,0,0,115
726,tue-am34-E6-r6W226-2702,0,0,115
727,tue-am34-E6-r6W26-2-2702,0,0,115
728,tue-am34-E6-r7C35-2-2702,0,0,115
729,tue-am34-E6-r7C35-2702,0,0,115
730,tue-am6-E2-r2C14-2702,0,0,116
731,tue-am6-E3-r3Q14-2702,0,0,116
732,tue-am6-E4-r4Q14-2702,0,0,116
733,tue-br21-EG-Hintereingang-2702,0,0,117
734,tue-br21-EG-Lesesaal3-2702,0,0,117
735,tue-br21-OG-Lesesaal1-2702,0,0,117
736,tue-br21-OG-rW104-2702,0,0,117
737,tue-br25-3E-hintenrechts-2702,0,0,118
738,tue-br25-3E-links-2702,0,0,118
739,tue-br25-3E-mitte-2702,4,4,118
740,tue-br25-3E-r122-2702,0,0,118
741,tue-br25-3E-r128-2702,0,0,118
742,tue-br25-3E-r130-2702,0,0,118
743,tue-br25-3E-rechts-2702,0,0,118
744,tue-br25-4E-hintenlinks-2702,0,0,118
745,tue-br25-4E-hintenmitte-2702,0,0,118
746,tue-br25-4E-hintenrechts-2702,0,0,118
747,tue-br25-4E-links-2702,0,0,118
748,tue-br25-4E-mitte-2702,0,0,118
749,tue-br25-4E-r218-2702,0,0,118
750,tue-br25-4E-r224-2702,0,0,118
751,tue-br25-4E-rechts-2702,0,0,118
752,tue-br25-5E-hintenlinks-2702,0,0,118
753,tue-br25-5E-hintenmitte-2702,0,0,118
754,tue-br25-5E-hintenrechts-2702,0,0,118
755,tue-br25-5E-links-2702,0,0,118
756,tue-br25-5E-mitte-2702,0,0,118
757,tue-br25-5E-r317-2702,0,0,118
758,tue-br25-5E-r324-2702,0,0,118
